종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"266420","KODEX 헬스케어","16050","-85","-0.53","16131.37","16300","16325","16010","18867","303491045","28890000000","0","1800000","KRX 헬스케어","3720.97","-21.94","-0.59"
"364690","KODEX 혁신기술테마액티브","13230","-75","-0.56","13214.08","13270","13310","13175","2475","32849965","9261000000","0","700000","코스피","2979.47","-13.82","-0.46"
"069660","KOSEF 200","39995","-130","-0.32","39947.50","40045","40135","39790","7564","301349085","623922000000","0","15600000","코스피 200","394.62","-2.10","-0.53"
"294400","KOSEF 200TR","47515","-310","-0.65","47663.39","48015","48015","47485","30506","1452735110","522665000000","0","11000000","코스피 200 TR","477.02","-3.06","-0.64"
"253250","KOSEF 200선물레버리지","21490","-270","-1.24","21495.77","21780","21920","21420","682","14741250","26002900000","0","1210000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"253240","KOSEF 200선물인버스","5180","30","0.58","5183.04","5155","5185","5145","2750","14226080","4403000000","0","850000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"253230","KOSEF 200선물인버스2X","2145","25","1.18","2149.04","2115","2150","2105","47381","101201295","10596300000","0","4940000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"331910","KOSEF Fn중소형","23920","40","0.17","23899.63","23845","23935","23775","50","1193525","15787200000","0","660000","FnGuide-키움 스마트 중소형주 지수","2351.77","4.07","0.17"
"100910","KOSEF KRX100","6305","-40","-0.63","6298.30","6335","6355","6300","216","1366695","11349000000","0","1800000","KRX 100","6212.19","-35.06","-0.56"
"104530","KOSEF 고배당","9800","-70","-0.71","9809.51","9870","9870","9785","1573","15439685","5880000000","0","600000","MKF 웰스 고배당20","9286.64","-68.53","-0.73"
"148070","KOSEF 국고채10년","119505","-740","-0.62","119665.07","120240","120240","119505","4870","582958310","216304050000","0","1810000","KIS 10년 국고채 지수 (총수익)","15880.79","-99.32","-0.62"
"167860","KOSEF 국고채10년레버리지","126590","-1165","-0.91","126547.50","126900","127205","126585","458","58025275","8861300000","0","70000","KIS 10년 국고채 지수 (총수익)","15880.79","-99.32","-0.62"
"114470","KOSEF 국고채3년","111300","-45","-0.04","111340.60","111350","111365","111300","51","5677090","33390000000","0","300000","KTB INDEX(시장가격)","10628.59","-6.95","-0.07"
"130730","KOSEF 단기자금","100905","5","0.00","100898.51","100900","100905","100900","5116","516212765","154687365000","0","1533000","MK 머니마켓 지수(총수익)","12834.87","1.87","0.01"
"411860","KOSEF 독일DAX","10255","-20","-0.19","10261.39","10265","10265","10195","1143","11689025","7691250000","0","750000","DAX Index(PR)","6709.66","13.78","0.21"
"394340","KOSEF 릭소글로벌디지털경제MSCI","10150","20","0.20","10146.81","10095","10150","10085","218","2202390","8120000000","0","800000","MSCI ACWI IMI 디지털 이코노미 ESG 지수(시장가격)","4359.00","44.18","1.02"
"394350","KOSEF 릭소글로벌퓨처모빌리티MSCI","12025","-75","-0.62","11965.09","11985","12025","11960","10666","128092045","50505000000","0","4200000","MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격)","3120.46","9.61","0.31"
"138230","KOSEF 미국달러선물","12475","45","0.36","12472.51","12430","12475","12400","4163","51737670","34930000000","0","2800000","미국달러선물지수","1246.67","3.45","0.28"
"225800","KOSEF 미국달러선물레버리지","9665","40","0.42","9690.00","9605","9665","9570","11527","110792690","36630350000","0","3790000","미국달러선물지수","1246.67","3.45","0.28"
"139660","KOSEF 미국달러선물인버스","10030","-25","-0.25","10018.75","10060","10060","10030","59","592085","10431200000","0","1040000","미국달러선물지수","1246.67","3.45","0.28"
"230480","KOSEF 미국달러선물인버스2X","7700","-30","-0.39","7683.46","7745","7755","7695","117","904880","24486000000","0","3180000","미국달러선물지수","1246.67","3.45","0.28"
"373790","KOSEF 미국방어배당성장나스닥","12860","70","0.55","12823.05","12780","12860","12770","208","2661220","7716000000","0","600000","Nasdaq US Low Volatility Dividend Achievers Index","1246.54","0.68","0.05"
"104520","KOSEF 블루칩","9870","-90","-0.90","9869.04","9960","9965","9860","79","783215","11844000000","0","1200000","MKF 블루칩","9667.03","-86.35","-0.89"
"200250","KOSEF 인도Nifty50(합성)","18610","145","0.79","18615.65","18500","18610","18425","65130","1205121620","58621500000","0","3150000","Nifty 50 Index","17203.95","-9.65","-0.06"
"316670","KOSEF 코스닥150","7595","20","0.26","7642.72","7560","7595","7405","53608","401025975","19898900000","0","2620000","코스닥 150","1524.12","3.56","0.23"
"291630","KOSEF 코스닥150선물레버리지","7445","20","0.27","7417.54","7425","7485","7240","2697","19872760","9008450000","0","1210000","F-코스닥150 지수","1719.57","3.43","0.20"
"291620","KOSEF 코스닥150선물인버스","7310","-20","-0.27","7327.48","7360","7400","7295","2795","20495800","3874300000","0","530000","F-코스닥150 지수","1719.57","3.43","0.20"
"153270","KOSEF 코스피100","30195","-180","-0.59","30151.92","30400","30400","30150","57","1725065","19928700000","0","660000","코스피 100","2979.12","-17.31","-0.58"
"122260","KOSEF 통안채1년","101105","-10","-0.01","101109.01","101125","101125","101105","947013","95761674780","86950300000","0","860000","MK 통안채지수(총수익)","13402.62","0.70","0.01"
"168300","KTOP 코스피50","28365","-145","-0.51","28343.34","28620","28620","28300","124","3527060","8509500000","0","300000","코스피 50","2758.00","-14.23","-0.51"
"407170","MASTER 스마트커머스액티브","9770","-80","-0.81","9754.33","9810","9815","9740","4568","44628370","7816000000","0","800000","FnGuide 스마트커머스 지수","1118.47","-7.31","-0.65"
"407160","MASTER 테크미디어텔레콤액티브","10505","-10","-0.10","10506.86","10600","10600","10450","4045","42440990","8404000000","0","800000","FnGuide TMT 지수","2195.25","-1.42","-0.06"
"411540","SOL 200 Top10","9855","-25","-0.25","9850.67","9990","9990","9825","650","6408905","27594000000","0","2800000","코스피 200 Top 10 지수","1504.18","-7.86","-0.52"
"295040","SOL 200TR","13655","-65","-0.47","13652.25","13755","13755","13610","60133","820506235","327720000000","0","24000000","코스피 200 TR","477.02","-3.06","-0.64"
"363510","SOL KIS단기통안채","100595","0","0.00","100601.78","0","0","0","0","0","101500355000","0","1009000","KIS 단기통안채 Index(총수익)","11280.54","1.26","0.01"
"292500","SOL KRX300","18655","-145","-0.77","18655.12","18830","18830","18640","14002","261522460","16789500000","0","900000","KRX 300","1812.18","-8.91","-0.49"
"404650","SOL KRX기후변화솔루션","10055","-40","-0.40","10062.20","10095","10095","10030","1240","12441065","8044000000","0","800000","KRX 기후변화 솔루션지수","1936.50","-6.47","-0.33"
"400590","SOL 글로벌탄소배출권선물IHS(합성)","12190","190","1.58","12230.75","12200","12200","12135","40431","491449940","42665000000","0","3500000","IHS Markit Global Carbon Index(Total Return)","716.39","-0.76","-0.11"
"399110","SOL 미국S&P500ESG","11090","15","0.14","11080.95","11055","11090","11000","10980","121547625","24398000000","0","2200000","S&P500 ESG(PR)","415.59","-1.53","-0.37"
"208470","SOL 선진국MSCI World(합성 H)","19795","45","0.23","19739.78","19790","19795","19775","5","98925","11877000000","0","600000","MSCI World","3237.07","-6.88","-0.21"
"400580","SOL 유럽탄소배출권선물S&P(H)","12675","115","0.92","12778.49","12665","12750","12665","13159","167075030","15210000000","0","1200000","S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER","276.67","-0.69","-0.25"
"220130","SOL 중국본토 중소형 CSI500(합성 H)","6400","75","1.19","6346.56","6325","6400","6250","1237","7816555","5760000000","0","900000","CSI 500 지수","7310.96","63.19","0.87"
"413220","SOL 차이나태양광CSI(합성)","9935","0","0.00","9933.37","9905","9950","9840","3411","33768205","11922000000","0","1200000","CSI Photovoltaic Industry Index(PR)","5120.15","9.63","0.19"
"102110","TIGER 200","39925","-225","-0.56","39981.17","40200","40295","39840","963700","38570487500","2419455000000","0","60600000","코스피 200","394.19","-2.53","-0.64"
"139260","TIGER 200 IT","37910","105","0.28","37917.89","37900","38160","37735","203829","7741545365","959123000000","0","25300000","코스피 200 정보기술","3830.99","7.46","0.20"
"139220","TIGER 200 건설","2990","-30","-0.99","2997.69","3025","3025","2980","159277","477010240","102198200000","0","34180000","코스피 200 건설","292.67","-1.98","-0.67"
"139290","TIGER 200 경기소비재","17545","-220","-1.24","17534.05","17670","17670","17500","890","15654230","6316200000","0","360000","코스피 200 경기소비재","1731.95","-25.50","-1.45"
"139270","TIGER 200 금융","7045","-70","-0.98","7049.66","7105","7105","7040","11159","78851090","26630100000","0","3780000","코스피 200 금융","678.40","-7.32","-1.07"
"227550","TIGER 200 산업재","6245","-35","-0.56","6242.10","6250","6280","6205","1289","8033510","4996000000","0","800000","코스피 200 산업재","613.98","-3.09","-0.50"
"227560","TIGER 200 생활소비재","9920","-140","-1.39","9936.90","10045","10045","9920","2269","22608555","3769600000","0","380000","코스피 200 생활소비재","998.82","-11.70","-1.16"
"139250","TIGER 200 에너지화학","18665","-240","-1.27","18676.92","18900","18900","18600","2898","54202105","16798500000","0","900000","코스피 200 에너지/화학","1864.88","-22.08","-1.17"
"139230","TIGER 200 중공업","3140","-25","-0.79","3139.75","3165","3165","3130","586048","1841389330","59974000000","0","19100000","코스피 200 중공업","294.59","-2.13","-0.72"
"139240","TIGER 200 철강소재","8780","-100","-1.13","8767.06","8870","8870","8760","3293","28972550","10711600000","0","1220000","코스피 200 철강/소재","862.81","-11.47","-1.31"
"227540","TIGER 200 헬스케어","22165","-115","-0.52","22188.89","22600","22600","22105","8763","194885650","31917600000","0","1440000","코스피 200 헬스케어","2235.66","-10.97","-0.49"
"243880","TIGER 200IT레버리지","63100","85","0.13","63493.49","63250","64195","62920","11599","735730255","44170000000","0","700000","코스피 200 정보기술","3830.02","6.49","0.17"
"310960","TIGER 200TR","21305","-155","-0.72","21359.32","21455","21455","21300","2362","50361760","61784500000","0","2900000","코스피 200 TR","477.02","-3.06","-0.64"
"252000","TIGER 200동일가중","12410","-35","-0.28","12412.07","12410","12410","12410","1","12410","8066500000","0","650000","코스피 200 동일가중지수","2394.48","-18.73","-0.78"
"267770","TIGER 200선물레버리지","18030","-195","-1.07","18028.09","18240","18385","17960","304430","5498378815","113589000000","0","6300000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"252710","TIGER 200선물인버스2X","2245","25","1.13","2252.37","2220","2260","2205","2287387","5113944150","123475000000","0","55000000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"243890","TIGER 200에너지화학레버리지","17690","-385","-2.13","17634.89","18075","18075","17540","3406","60466275","8845000000","0","500000","코스피 200 에너지/화학","1864.67","-22.29","-1.18"
"315270","TIGER 200커뮤니케이션서비스","30710","-330","-1.06","30769.87","30675","30835","30675","190","5848785","9827200000","0","320000","코스피 200 커뮤니케이션서비스","3044.26","-23.17","-0.76"
"166400","TIGER 200커버드콜5%OTM","14970","-65","-0.43","14976.86","14980","14980","14970","2","29950","7485000000","0","500000","코스피 200 커버드콜 5% OTM","395.07","-2.50","-0.63"
"289480","TIGER 200커버드콜ATM","11220","40","0.36","11168.57","11220","11220","11220","500","5610000","6732000000","0","600000","코스피 200 커버드콜 ATM 지수","1336.09","-6.49","-0.48"
"305540","TIGER 2차전지테마","23160","55","0.24","23199.34","23120","23230","22845","667419","15395477395","1300434000000","0","56150000","WISE 2차전지 테마 지수","8730.52","-1.15","-0.01"
"365040","TIGER AI코리아그로스액티브","13400","-110","-0.81","13423.00","13510","13510","13400","696","9373020","24120000000","0","1800000","코스피","2979.47","-13.82","-0.46"
"357870","TIGER CD금리투자KIS(합성)","50565","0","0.00","50563.26","50565","50565","50565","54","2730510","245948160000","0","4864000","KIS CD Index(총수익)","11038.60","2.01","0.02"
"400970","TIGER Fn메타버스","12775","-50","-0.39","12795.09","12825","12825","12655","1119431","14277465235","415187500000","0","32500000","FnGuide 메타버스테마 지수","2686.68","-8.03","-0.30"
"396500","TIGER Fn반도체TOP10","10495","210","2.04","10511.32","10395","10525","10360","280751","2930713915","48277000000","0","4600000","FnGuide 반도체TOP10 지수","2676.37","51.05","1.94"
"377990","TIGER Fn신재생에너지","9640","20","0.21","9640.00","9650","9650","9560","10178","97883920","22172000000","0","2300000","FnGuide 신재생에너지 지수","1809.36","4.71","0.26"
"341850","TIGER KIS부동산인프라채권TR","5780","-15","-0.26","5806.82","5815","5815","5765","7338","42378555","49419000000","0","8550000","KIS 부동산인프라채권 TR지수","40696.34","0.96","0.00"
"364960","TIGER KRX BBIG K-뉴딜","11485","-70","-0.61","11501.41","11575","11575","11445","479701","5513647970","350292500000","0","30500000","KRX BBIG K-뉴딜지수","3144.09","-12.65","-0.40"
"412560","TIGER KRX BBIG K-뉴딜레버리지","9375","-90","-0.95","9340.18","9510","9510","9230","216743","2028111430","10312500000","0","1100000","KRX BBIG K-뉴딜지수","3143.79","-12.95","-0.41"
"364980","TIGER KRX2차전지K-뉴딜","16615","-135","-0.81","16664.13","16775","16775","16455","874305","14555191740","531680000000","0","32000000","KRX 2차전지 K-뉴딜지수","5861.98","-40.87","-0.69"
"412570","TIGER KRX2차전지K-뉴딜레버리지","9885","-165","-1.64","9878.47","9980","10020","9670","347469","3416380505","10873500000","0","1100000","KRX 2차전지 K-뉴딜지수","5860.79","-42.06","-0.71"
"292160","TIGER KRX300","18595","-80","-0.43","18578.55","18665","18675","18525","21","390735","24173500000","0","1300000","KRX 300","1810.84","-10.25","-0.56"
"364990","TIGER KRX게임K-뉴딜","12570","80","0.64","12585.85","12445","12650","12395","170178","2120672140","28911000000","0","2300000","KRX 게임 K-뉴딜지수","1529.36","11.53","0.76"
"404540","TIGER KRX기후변화솔루션","10100","-20","-0.20","10107.19","10120","10135","10045","5951","59905520","38885000000","0","3850000","KRX 기후변화 솔루션지수","1936.50","-6.47","-0.33"
"364970","TIGER KRX바이오K-뉴딜","8610","5","0.06","8624.44","8775","8785","8600","321808","2788301100","94279500000","0","10950000","KRX 바이오 K-뉴딜지수","2591.44","-1.72","-0.07"
"365000","TIGER KRX인터넷K-뉴딜","11145","-25","-0.22","11155.43","11170","11180","11115","25568","284804945","58511250000","0","5250000","KRX 인터넷 K-뉴딜지수","2704.70","-5.90","-0.22"
"228820","TIGER KTOP30","10560","-70","-0.66","10555.09","10630","10635","10550","1868","19755210","8976000000","0","850000","KTOP 30","10505.33","-98.90","-0.93"
"300610","TIGER K게임","19430","255","1.33","19519.59","19210","19530","19015","65712","1273816565","20401500000","0","1050000","WISE K게임 테마 지수","1593.52","25.20","1.61"
"138530","TIGER LG그룹+펀더멘털","10650","-110","-1.02","10656.63","10765","10765","10630","7923","84441735","15123000000","0","1420000","MKF LG그룹+ FW","10522.85","-100.62","-0.95"
"289260","TIGER MSCI KOREA ESG리더스","11150","-55","-0.49","11158.07","11175","11180","11135","379","4232275","20070000000","0","1800000","MSCI Korea Country ESG Leaders Capped Index","1597.92","-7.16","-0.45"
"289250","TIGER MSCI KOREA ESG유니버설","12015","-40","-0.33","12012.07","12055","12055","12015","14","168570","14418000000","0","1200000","MSCI Korea ESG Universal Index","1679.66","-10.60","-0.63"
"310970","TIGER MSCI Korea TR","16105","-150","-0.92","16147.51","16250","16250","16105","5235","84499155","1808591500000","0","112300000","MSCI Korea TR Index","1615.99","-11.13","-0.68"
"269370","TIGER S&P글로벌인프라(합성)","11365","100","0.89","11361.74","11365","11365","11315","1062","12019880","6819000000","0","600000","S&P Global Infrastructure Index","2747.65","-3.96","-0.14"
"248270","TIGER S&P글로벌헬스케어(합성)","19430","115","0.60","19401.48","19370","19430","19285","7416","143427245","25259000000","0","1300000","S&P Global 1200 Health Care Index","5094.98","6.98","0.14"
"292150","TIGER TOP10","13515","-65","-0.48","13558.14","13630","13685","13515","227008","3083199265","1049439750000","0","77650000","FnGuide TOP10 지수","4748.86","-15.88","-0.33"
"217790","TIGER 가격조정","24845","-150","-0.60","24822.87","24910","24910","24725","492","12191230","4969000000","0","200000","FnGuide Contrarian Index","24654.42","-160.92","-0.65"
"139280","TIGER 경기방어","10745","-85","-0.78","10744.87","10760","10815","10705","6464","69616000","86389800000","0","8040000","코스피 200 경기방어소비재","1059.47","-9.17","-0.86"
"237440","TIGER 경기방어채권혼합","9565","-15","-0.16","9561.99","9590","9590","9560","4677","44770685","6695500000","0","700000","경기방어소비재 채권혼합 지수","1430.82","-4.35","-0.30"
"319640","TIGER 골드선물(H)","12965","-70","-0.54","12960.48","13025","13025","12960","15773","204922225","29819500000","0","2300000","S&P GSCI Gold Index(TR)","916.18","4.19","0.46"
"160580","TIGER 구리실물","10420","20","0.19","10636.60","10400","10445","9785","17035","176951770","24487000000","0","2350000","S&P GSCI Cash Copper Index","241.05","1.48","0.62"
"114820","TIGER 국채3년","109620","-60","-0.05","109629.69","109660","109660","109560","1348","147776080","59194800000","0","540000","KTB INDEX(시장가격)","10628.59","-6.95","-0.07"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","19640","-50","-0.25","19605.71","19620","19650","19535","17093","335125660","254141600000","0","12940000","MorningStar Exponential Technologies Index(PR)","3127.98","2.03","0.06"
"387270","TIGER 글로벌BBIG액티브","12270","-15","-0.12","12339.85","12325","12325","12185","19929","244305570","70552500000","0","5750000","NASDAQ 100","16429.10","-61.91","-0.38"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","11425","5","0.04","11376.56","11420","11425","11300","351486","3992623180","751765000000","0","65800000","Solactive Global Lithium 지수(Net Total Return)","342.40","0.58","0.17"
"412770","TIGER 글로벌메타버스액티브","10300","-70","-0.68","10338.32","10280","10300","10230","4058137","41609367915","165830000000","0","16100000","Indxx Global Metaverse Index (Price Return)","3269.60","35.39","1.09"
"276000","TIGER 글로벌자원생산기업(합성 H)","14160","30","0.21","14126.47","14145","14160","14115","1624","22969310","15576000000","0","1100000","MorningStar Global Upstream Resources Index(PR)","3981.76","-9.31","-0.23"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","11700","-65","-0.55","11705.24","11765","11770","11625","143758","1676950655","243360000000","0","20800000","Solactive Autonomous & Electric Vehicles 지수(Net Total Return)","2088.47","2.75","0.13"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","11350","-65","-0.57","11352.88","11400","11400","11250","21939","248266070","55388000000","0","4880000","Indxx Global Cloud Computing Index(Net Total Return)","6901.48","63.63","0.93"
"139310","TIGER 금속선물(H)","7240","15","0.21","7290.72","7270","7280","7240","7152","51856765","5792000000","0","800000","S&P GSCI Industrial Metals Select Index(TR)","245.54","0.66","0.27"
"139320","TIGER 금은선물(H)","9455","-55","-0.58","9488.74","9555","9555","9455","3000","28504390","7564000000","0","800000","S&P GSCI Precious Metals Index(TR)","2068.87","10.32","0.50"
"137610","TIGER 농산물선물Enhanced(H)","6830","0","0.00","6862.08","6845","6885","6825","51815","354601450","30052000000","0","4400000","S&P GSCI Agriculture Enhanced Index(ER)","88.48","-1.63","-1.81"
"182490","TIGER 단기선진하이일드(합성 H)","12615","0","0.00","12602.54","12615","12615","12585","1079","13606120","15138000000","0","1200000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","84.26","-0.03","-0.04"
"272580","TIGER 단기채권액티브","50270","-5","-0.01","50268.31","50240","50275","50240","3443","173089405","196455160000","0","3908000","KIS MSB 3M PLUS 지수(총수익)","11941.52","1.54","0.01"
"157450","TIGER 단기통안채","100510","0","0.00","100510.24","100515","100515","100505","15299","1537701020","1364825290000","0","13579000","KIS 통안채 3개월(총수익)","11940.21","0.33","0.00"
"105010","TIGER 라틴35","3165","-25","-0.78","3151.75","3190","3190","3145","4123","13000005","5380500000","0","1700000","BNY Latin America 35 ADR","2153.77","41.48","1.96"
"123320","TIGER 레버리지","22775","-280","-1.21","22789.13","23085","23200","22690","91460","2095685560","38717500000","0","1700000","코스피 200","394.19","-2.53","-0.64"
"174350","TIGER 로우볼","12220","-100","-0.81","12210.46","12300","12300","12220","216","2648385","9287200000","0","760000","FnGuide Low Vol 지수","12070.23","-95.35","-0.78"
"147970","TIGER 모멘텀","24845","-145","-0.58","24836.63","24870","24870","24740","324","8032025","6956600000","0","280000","FnGuide 모멘텀 지수","24217.99","-157.93","-0.65"
"182480","TIGER 미국MSCI리츠(합성 H)","16610","30","0.18","16672.37","16640","16690","16585","48816","811784535","191845500000","0","11550000","MSCI US REIT Index","1575.43","3.40","0.22"
"360750","TIGER 미국S&P500","14350","20","0.14","14352.02","14315","14350","14270","615802","8808331995","1177417500000","0","82050000","S&P 500","4778.73","-14.33","-0.30"
"225040","TIGER 미국S&P500레버리지(합성 H)","38490","-50","-0.13","38549.35","38465","38540","38385","12212","469653635","103923000000","0","2700000","S&P 500","4778.73","-14.33","-0.30"
"143850","TIGER 미국S&P500선물(H)","56090","-40","-0.07","56102.57","56075","56130","56010","38513","2159869605","312701750000","0","5575000","S&P 500 Futures Index(ER)","441.31","-1.13","-0.26"
"225030","TIGER 미국S&P500선물인버스(H)","3460","-20","-0.57","3467.71","3480","3485","3460","18015","62390190","9688000000","0","2800000","S&P 500 Futures Total Return Index","693.82","-1.78","-0.26"
"133690","TIGER 미국나스닥100","87800","-185","-0.21","87829.99","87545","87840","87280","110934","9708177180","1883310000000","0","21450000","NASDAQ 100","16429.10","-61.91","-0.38"
"203780","TIGER 미국나스닥바이오","20710","60","0.29","20732.95","20650","20725","20600","8600","177520640","42662600000","0","2060000","NASDAQ Biotechnology 지수(시장가격지수)","4770.08","24.17","0.51"
"245340","TIGER 미국다우존스30","21710","40","0.18","21741.21","21695","21770","21625","14208","308071915","79024400000","0","3640000","Dow Jones Industrial Average","36398.08","-90.55","-0.25"
"329750","TIGER 미국달러단기채권액티브","10170","10","0.10","10160.45","10140","10175","10120","84398","856275975","204722100000","0","20130000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","108.52","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","10230","35","0.34","10261.57","10190","10230","10140","259","2634370","7161000000","0","700000","미국달러선물지수","1246.67","3.45","0.28"
"261120","TIGER 미국달러선물인버스2X","8720","-10","-0.11","8708.29","0","0","0","0","0","6976000000","0","800000","미국달러선물지수","1246.67","3.45","0.28"
"305080","TIGER 미국채10년선물","12150","-10","-0.08","12093.32","12160","12160","12000","45216","547371520","80190000000","0","6600000","S&P 10-Year U.S. Treasury Note Futures(ER)","228.37","0.33","0.14"
"381170","TIGER 미국테크TOP10 INDXX","13265","-20","-0.15","13243.67","13190","13265","13165","887160","11713953570","1259511750000","0","94950000","Indxx US Tech Top 10 Index","4697.84","-24.99","-0.53"
"381180","TIGER 미국필라델피아반도체나스닥","12825","0","0.00","12806.84","12790","12825","12730","841393","10759479565","1052932500000","0","82100000","PHLX Semiconductor Sector Index","3952.04","-47.31","-1.18"
"228810","TIGER 미디어컨텐츠","9815","60","0.62","9826.58","9780","9820","9640","399924","3915840235","128380200000","0","13080000","WISE 미디어컨텐츠 지수","4999.94","32.76","0.66"
"091230","TIGER 반도체","40730","520","1.29","40890.76","40290","40865","40290","169441","6885966690","144184200000","0","3540000","KRX 반도체","4074.88","69.95","1.75"
"098560","TIGER 방송통신","9630","-20","-0.21","9660.60","9725","9725","9625","853","8234290","5007600000","0","520000","KRX 방송통신","866.75","0.97","0.11"
"211560","TIGER 배당성장","19290","-160","-0.82","19303.00","19380","19380","19250","2851","55190480","20254500000","0","1050000","코스피 배당성장 50","3784.17","-26.36","-0.69"
"329200","TIGER 부동산인프라고배당","6055","20","0.33","6057.68","6045","6055","6025","179735","1086166965","122613750000","0","20250000","FnGuide 부동산인프라고배당 지수","2359.54","4.64","0.20"
"138520","TIGER 삼성그룹펀더멘털","11920","-30","-0.25","11940.90","12000","12025","11920","3279","39295125","21694400000","0","1820000","MKF SAMs FW","11664.72","-15.87","-0.14"
"157490","TIGER 소프트웨어","16935","-120","-0.70","16942.06","17040","17045","16895","26770","453307235","87723300000","0","5180000","FnGuide 소프트웨어 지수","8627.95","-67.69","-0.78"
"228800","TIGER 여행레저","4820","-50","-1.03","4829.70","4835","4845","4795","579790","2797056770","137370000000","0","28500000","WISE 여행레저 지수","2367.26","-20.29","-0.85"
"227570","TIGER 우량가치","11955","-15","-0.13","11952.47","11935","11960","11905","1594","19001070","13628700000","0","1140000","FnGuide 퀄리티밸류 지수","23569.26","-59.28","-0.25"
"261140","TIGER 우선주","13535","-120","-0.88","13544.30","13600","13600","13475","798","10770740","8121000000","0","600000","코스피 우선주 지수","3355.97","-35.39","-1.04"
"130680","TIGER 원유선물Enhanced(H)","3595","20","0.56","3610.18","3595","3620","3590","163303","588467300","58059250000","0","16150000","S&P GSCI Crude Oil Enhanced Index ER","422.20","2.35","0.56"
"217770","TIGER 원유선물인버스(H)","5000","-65","-1.28","5046.15","5035","5040","4990","24258","121479470","4500000000","0","900000","S&P GSCI Crude Oil Index ER","119.41","0.67","0.56"
"195930","TIGER 유로스탁스50(합성 H)","14575","-125","-0.85","14602.26","14805","14805","14535","4953","72312550","87450000000","0","6000000","EURO STOXX 50 Index","4306.07","21.24","0.50"
"225050","TIGER 유로스탁스레버리지(합성 H)","10760","-85","-0.78","10723.47","10785","10785","10640","2243","23949270","13988000000","0","1300000","EURO STOXX 50 Index","4306.07","21.24","0.50"
"245350","TIGER 유로스탁스배당30","13170","-20","-0.15","13181.24","13175","13175","13070","4065","53238490","15804000000","0","1200000","Euro STOXX Select Dividend 30","1949.02","-0.55","-0.03"
"091220","TIGER 은행","7885","-65","-0.82","7883.57","7935","7945","7880","10878","85947650","14193000000","0","1800000","KRX 은행","739.81","-7.70","-1.03"
"307510","TIGER 의료기기","19540","165","0.85","19544.53","19415","19550","19385","3210","62651065","9770000000","0","500000","FnGuide 의료기기 지수","1988.55","6.07","0.31"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","12420","-40","-0.32","12364.07","12460","12460","12415","40","497860","8694000000","0","700000","MSCI EM Index","1222.75","4.82","0.40"
"236350","TIGER 인도니프티50레버리지(합성)","24745","70","0.28","24947.03","24675","24745","24500","4341","106878010","27219500000","0","1100000","Nifty 50 Index","17203.95","-9.65","-0.06"
"123310","TIGER 인버스","4440","25","0.57","4444.12","4410","4445","4400","99323","440078440","66156000000","0","14900000","코스피 200 선물지수","1995.56","-10.37","-0.52"
"195920","TIGER 일본TOPIX(합성 H)","16475","-40","-0.24","16407.36","16415","16475","16310","40","655030","9885000000","0","600000","TOPIX","1992.33","-6.66","-0.33"
"248260","TIGER 일본TOPIX헬스케어(합성)","10970","-25","-0.23","10974.19","10940","10980","10940","311","3402735","10970000000","0","1000000","TOPIX-17 Pharmaceutical Index","230.24","-1.38","-0.60"
"241180","TIGER 일본니케이225","17490","-40","-0.23","17521.63","17485","17500","17355","877","15266435","15041400000","0","860000","Nikkei 225","28791.71","-115.17","-0.40"
"292560","TIGER 일본엔선물","10170","-10","-0.10","10175.87","10120","10170","10100","1150","11664825","7119000000","0","700000","엔선물지수","603.34","-0.17","-0.03"
"150460","TIGER 중국소비테마","7875","-35","-0.44","7874.19","7930","7930","7830","4731","37208315","132300000000","0","16800000","FnGuide 중국내수테마 지수","3876.24","-27.48","-0.70"
"302190","TIGER 중장기국채","51300","-140","-0.27","51288.15","51410","51410","51300","395","20270965","59508000000","0","1160000","KIS 국채 3-10년 지수(시장가격지수)","11081.68","-38.04","-0.34"
"157500","TIGER 증권","4875","-30","-0.61","4873.96","4905","4905","4865","7132","34788745","6337500000","0","1300000","FnGuide 증권 지수","2331.36","-14.86","-0.63"
"307520","TIGER 지주회사","10920","-75","-0.68","10919.96","11100","11100","10885","869","9493980","6006000000","0","550000","FnGuide 지주회사 지수","1580.33","-8.76","-0.55"
"192090","TIGER 차이나CSI300","12100","90","0.75","12137.44","12005","12115","11915","57973","697979380","217195000000","0","17950000","CSI 300 Index","4921.51","38.03","0.78"
